Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,External IP
3629,2204,52738,1519,443,6,269,47326,3,3,86,7.0,86,0,28.66666667,49.65212315,7,0,2.333333333,4.041451884,1965,126,9465.2,12746.32795,23509.0,3.0,23978.0,11989.0,16392.1494,23580.0,398.0,23817.0,11908.5,16836.91957,23814.0,3.0,0,0,0,0,108,104,63.39010269,63.39010269,0,86,13.28571429,32.16993568,1034.904762,0,0,0,1,0,0,0,0,1,15.5,28.66666667,2.333333333,0,0,0,0,0,0,3,86,3,7,65535,57,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
205498,2206,60476,5660,443,6,321,20357,4,0,64,0.0,46,6,16.0,20.0,0,0,0.0,0.0,3143,196,6785.666667,5840.96827,10607.0,62.0,20357.0,6785.666667,5840.96827,10607.0,62.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,0,196.492607,0.0,6,46,14.0,17.88854382,320.0,0,0,0,0,1,0,0,0,0,17.5,16.0,0.0,0,0,0,0,0,0,4,64,0,0,252,-1,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
53078,2205,61399,2599,53,17,272,75147,1,1,44,108.0,44,44,44.0,0.0,108,108,108.0,0.0,2022,26,75147.0,0.0,75147.0,75147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,32,13.30725112,13.30725112,44,108,65.33333333,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,98.0,44.0,108.0,0,0,0,0,0,0,1,44,1,108,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
209039,3764,443,2611,34896,6,359,5,3,0,76,0.0,45,0,25.33333333,23.02896727,0,0,0.0,0.0,15200000,600000,2.5,2.121320344,4.0,1.0,5.0,2.5,2.121320344,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,96,0,600000.0,0.0,0,45,30.25,21.21909517,450.25,0,1,0,0,1,0,0,0,0,40.33333333,25.33333333,0.0,0,0,0,0,0,0,3,76,0,0,126,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
161590,2206,50798,2608,53,17,318,168,2,2,72,136.0,36,36,36.0,0.0,68,68,68.0,0.0,1238095,23809,56.0,91.7986928,162.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,11904.7619,11904.7619,36,68,48.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,61.0,36.0,68.0,0,0,0,0,0,0,2,72,2,136,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
31989,1541,45022,2611,444,6,312,119302728,2685,1729,8299,7556917.0,517,0,3.090875233,16.85842056,17376,0,4370.686524,2566.935004,63411,36,27034.38205,174625.7584,5024984.0,0.0,119000000.0,44449.50857,222461.7159,5025702.0,0.0,119000000.0,69040.90509,273867.424,5024984.0,1.0,0,0,0,0,85928,55336,22.50577204,14.49254371,0,17376,1713.525708,2669.389319,7125639.337,0,0,0,1,0,0,0,0,0,1713.91391,3.090875233,4370.686524,0,0,0,0,0,0,2685,8299,1729,7556917,29200,235,118,32,2217.0,0.0,2217.0,2217.0,5024984.0,0.0,5024984.0,5024984.0,Heartbleed,0.0
31989,1541,45022,2611,444,6,314,119262215,2792,2110,13712,7878135.0,5792,0,4.911174785,110.3764478,14480,0,3733.71327,2366.09794,66172,41,24334.26138,152902.2865,995350.0,0.0,119000000.0,42730.98065,200884.2122,996350.0,0.0,119000000.0,56549.17307,229177.9322,995350.0,1.0,0,0,0,0,89356,67520,23.41059991,17.6921081,0,14480,1610.776871,2414.090913,5827834.935,0,0,0,0,1,0,0,0,0,1611.105467,4.911174785,3733.71327,0,0,0,0,0,0,2792,13712,2110,7878135,235,235,120,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Heartbleed,0.0
31989,1541,45022,2611,444,6,316,119261118,2794,2130,12264,7879536.0,4344,0,4.38940587,83.21163543,13032,0,3699.312676,2314.906035,66172,41,24225.29311,152596.5581,995259.0,0.0,119000000.0,42699.91694,200852.4929,996402.0,0.0,119000000.0,56017.42696,228206.6403,995259.0,1.0,0,0,0,0,89408,68160,23.42758517,17.85997009,0,13032,1603.27797,2381.909586,5673493.274,0,0,0,0,1,0,0,0,0,1603.603574,4.38940587,3699.312676,0,0,0,0,0,0,2794,12264,2130,7879536,235,235,120,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Heartbleed,0.0
31989,1541,45022,2611,444,6,318,119260295,2791,2114,13712,7878088.0,5792,0,4.912934432,110.3961875,13032,0,3726.626301,2284.046514,66172,41,24318.98348,152794.7907,995259.0,-1.0,119000000.0,42745.53082,200841.3366,997791.0,0.0,119000000.0,56441.21202,228878.5304,995259.0,1.0,0,0,0,0,89312,67648,23.40259178,17.72593301,0,13032,1609.782307,2377.954578,5654667.975,0,0,0,0,1,0,0,0,0,1610.110499,4.912934432,3726.626301,0,0,0,0,0,0,2791,13712,2114,7878088,235,235,120,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Heartbleed,0.0
31989,1541,45022,2611,444,6,320,119297996,2782,2089,9368,7882432.0,1448,0,3.36736161,30.50502966,17376,0,3773.303973,2372.06653,66151,40,24496.50842,153244.6799,995302.0,0.0,119000000.0,42897.49874,201057.4173,998229.0,0.0,119000000.0,57135.03448,230051.9919,995302.0,2.0,0,0,0,0,89024,66848,23.31975468,17.51077193,0,17376,1620.124795,2427.68666,5893662.519,0,0,0,0,1,0,0,0,0,1620.457401,3.36736161,3773.303973,0,0,0,0,0,0,2782,9368,2089,7882432,235,235,120,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Heartbleed,0.0
31989,1541,45022,2611,444,6,322,119259886,2782,2091,12264,7879536.0,4344,0,4.408339324,83.39047044,15928,0,3768.3099,2374.669707,66173,40,24478.63013,153117.4894,995232.0,0.0,119000000.0,42883.79396,200919.1105,996222.0,0.0,119000000.0,57062.13876,229801.2555,995232.0,1.0,0,0,0,0,89024,66912,23.3272066,17.53313767,0,15928,1620.054165,2427.873716,5894570.783,0,0,0,0,1,0,0,0,0,1620.38662,4.408339324,3768.3099,0,0,0,0,0,0,2782,12264,2091,7879536,235,235,120,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Heartbleed,0.0
31989,1541,45022,2611,444,6,324,119259012,2801,2069,12264,7879536.0,4344,0,4.378436273,83.10784486,15928,0,3808.378927,2459.369265,66173,40,24493.53296,153287.5304,995262.0,0.0,119000000.0,42592.48179,200437.9726,996257.0,0.0,119000000.0,57668.76064,231138.5291,995262.0,2.0,0,0,0,0,89632,66208,23.48669466,17.34879373,0,15928,1621.05194,2471.802162,6109805.929,0,0,0,0,1,0,0,0,0,1621.384805,4.378436273,3808.378927,0,0,0,0,0,0,2801,12264,2069,7879536,235,235,120,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Heartbleed,0.0
31989,1541,45022,2611,444,6,326,119257653,2802,2067,20858,7812389.0,5792,0,7.443968594,126.0458111,13032,0,3779.578616,2380.312566,65683,40,24498.28533,153803.6224,1995346.0,-1.0,119000000.0,42576.80079,201441.2784,1996118.0,0.0,119000000.0,57723.92982,233324.7174,1995346.0,1.0,0,0,0,0,89664,66144,23.49534751,17.33222102,0,13032,1609.658932,2427.561637,5893055.501,0,0,0,0,1,0,0,0,0,1609.989526,7.443968594,3779.578616,0,0,0,0,0,0,2802,20858,2067,7812389,235,349,123,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Heartbleed,0.0
31989,1541,45022,2611,444,6,328,119299621,2805,2028,13712,7878627.0,5792,0,4.888413547,110.1207904,17376,0,3884.924556,2524.025452,66155,40,24689.4911,152728.5209,996008.0,-1.0,119000000.0,42531.96398,199646.5735,996884.0,0.0,119000000.0,58855.25752,232967.1129,996008.0,1.0,0,0,0,0,89772,64896,23.51222893,16.99921578,0,17376,1633.870707,2519.708446,6348930.654,0,0,0,0,1,0,0,0,0,1634.208773,4.888413547,3884.924556,0,0,0,0,0,0,2805,13712,2028,7878627,349,349,120,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Heartbleed,0.0
31989,1541,45022,2611,444,6,330,119296592,2797,2006,13712,7878088.0,5792,0,4.902395424,110.2779074,13032,0,3927.262213,2443.434007,66152,40,24843.10537,153403.7113,995988.0,-1.0,119000000.0,42666.8784,200137.5173,996943.0,0.0,119000000.0,59480.76708,234233.8969,995988.0,1.0,0,0,0,0,89504,64192,23.44576616,16.81523308,0,13032,1643.961699,2498.976978,6244885.935,0,0,0,0,1,0,0,0,0,1644.303977,4.902395424,3927.262213,0,0,0,0,0,0,2797,13712,2006,7878088,349,349,120,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Heartbleed,0.0
31989,1541,45022,2611,444,6,332,24719667,590,436,7442,1636683.0,5792,0,12.61355932,238.7086577,13032,0,3753.860092,2363.881447,66510,41,24116.74829,149983.8918,995832.0,0.0,24700000.0,41968.87436,197466.2052,996919.0,0.0,24100000.0,55301.75862,225933.6008,995832.0,2.0,0,0,0,0,18880,13952,23.86763543,17.63777805,0,13032,1606.540409,2416.475297,5839352.859,0,0,0,0,1,0,0,0,0,1608.106238,12.61355932,3753.860092,0,0,0,0,0,0,590,7442,436,1636683,349,349,25,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Heartbleed,0.0
143180,2202,41399,2608,53,17,445,179,2,2,102,224.0,51,51,51.0,0.0,112,112,112.0,0.0,1821229,22346,59.66666667,99.02693236,174.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,40,40,11173.18436,11173.18436,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51.0,112.0,0,0,0,0,0,0,2,102,2,224,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
68052,7136,443,2601,54541,6,208,52,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,230769,38461,52.0,0.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,19230.76923,19230.76923,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,60,255,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
182114,2209,51687,2608,53,17,150,31113,2,2,82,254.0,41,41,41.0,0.0,127,127,127.0,0.0,10799,128,10371.0,17957.90277,31107.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,64.28181146,64.28181146,41,127,75.4,47.10413995,2218.8,0,0,0,0,0,0,0,0,1,94.25,41.0,127.0,0,0,0,0,0,0,2,82,2,254,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
149120,2203,14818,2608,53,17,324,72884,2,2,84,182.0,42,42,42.0,0.0,91,91,91.0,0.0,3649,54,24294.66667,42036.3026,72834.0,1.0,1.0,1.0,0.0,1.0,1.0,49.0,49.0,0.0,49.0,49.0,0,0,0,0,64,40,27.44086494,27.44086494,42,91,61.6,26.83840532,720.3,0,0,0,0,0,0,0,0,1,77.0,42.0,91.0,0,0,0,0,0,0,2,84,2,182,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
20944,1258,53682,30,443,6,41,197042,7,9,852,6456.0,485,0,121.7142857,179.6911371,1460,0,717.3333333,690.0273545,37088,81,13136.13333,17373.60266,52088.0,1.0,163900.0,27316.66667,19278.62215,52442.0,167.0,168663.0,21082.875,29725.79721,63913.0,1.0,0,0,0,0,152,192,35.52542098,45.67554126,0,1460,429.8823529,591.39981,349753.7353,0,0,0,1,0,0,0,0,1,456.75,121.7142857,717.3333333,0,0,0,0,0,0,7,852,9,6456,8192,35,6,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
32876,1262,50618,4518,443,6,104,937,4,0,55,0.0,37,6,13.75,15.5,0,0,0.0,0.0,58697,4268,312.3333333,380.1530394,748.0,48.0,937.0,312.3333333,380.1530394,748.0,48.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,0,4268.943436,0.0,6,37,12.2,13.86362146,192.2,0,0,0,0,1,0,0,0,0,15.25,13.75,0.0,0,0,0,0,0,0,4,55,0,0,65535,-1,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
1774,1541,52539,911,443,6,123,63862,6,4,121.0,3110.0,121,0,20.16666667,49.39804315,1338,0,777.5,671.0238446,50593,156,7095.777778,12327.83365,28816.0,4.0,63862.0,12772.4,14833.37761,29021.0,4.0,29294.0,9764.666667,16710.3872,29060.0,49.0,0,0,0,0,204,136,93.95258526,62.63505684,0,1338,293.7272727,532.3957346,283445.2182,0,0,0,1,0,0,0,0,0,323.1,20.16666667,777.5,0,0,0,0,0,0,6,121,4,3110,65535,4050,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
20034,1542,62175,1892,53,17,127,52054,1,1,53.0,107.0,53,53,53.0,0.0,107,107,107.0,0.0,3073,38,52054.0,0.0,52054.0,52054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,19.21081953,19.21081953,53,107,71.0,31.17691454,972.0,0,0,0,0,0,0,0,0,1,106.5,53.0,107.0,0,0,0,0,0,0,1,53,1,107,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
14969,1539,47508,1642,443,6,157,496609,6,7,997.0,3388.0,517,0,166.1666667,224.5879931,1709,0,484.0,754.1094085,8829,26,41384.08333,74509.04018,165278.0,2.0,331161.0,66232.2,90394.24894,165438.0,124.0,331331.0,55221.83333,85190.47006,165406.0,2.0,0,0,0,0,200,232,12.08193972,14.09559633,0,1709,313.2142857,561.3377125,315100.0275,0,0,0,1,0,0,0,0,1,337.3076923,166.1666667,484.0,0,0,0,0,0,0,6,997,7,3388,29200,243,3,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
14324,1340,60893,1584,53,17,21,81687,1,1,47,111.0,47,47,47.0,0.0,111,111,111.0,0.0,1934,24,81687.0,0.0,81687.0,81687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,32,12.24184999,12.24184999,47,111,68.33333333,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,102.5,47.0,111.0,0,0,0,0,0,0,1,47,1,111,-1,-1,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
63617,1338,36366,1593,53,17,25,89116,2,2,56,476.0,28,28,28.0,0.0,238,238,238.0,0.0,5969,44,29705.33333,51444.21839,89108.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,64,64,22.44265901,22.44265901,28,238,112.0,115.0217371,13230.0,0,0,0,0,0,0,0,0,1,140.0,28.0,238.0,0,0,0,0,0,0,2,56,2,476,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
178985,1157,34516,1409,22,6,90,1306988,41,44,2664,6954,456,0,64.97560976,109.864573,976,0,158.0454545,312.6752498,7358,65,15559.38095,104773.6515,955885.0,1.0,1306988.0,32674.7,158967.8202,996512.0,2.0,350964.0,8161.953488,20280.79864,94922.0,1.0,0,0,0,0,1328,1424,31.3698366,33.6651905,0,976,111.8372093,239.6868477,57449.78495,0,0,0,1,0,0,0,0,1,113.1529412,64.97560976,158.0454545,0,0,0,0,0,0,41,2664,44,6954,29200,243,24,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
73741,698,20147,865,53,17,0,25399,2,2,86,196,43,43,43.0,0.0,98,98,98.0,0.0,11102,157,8466.333333,14658.05732,25392.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,78.74325761,78.74325761,43,98,65.0,30.12474066,907.5,0,0,0,0,0,0,0,0,1,81.25,43.0,98.0,0,0,0,0,0,0,2,86,2,196,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
62714,694,33980,865,53,17,45,244,2,2,64,204,32,32,32.0,0.0,102,102,102.0,0.0,1098360,16393,81.33333333,57.73502692,148.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,0,0,0,0,64,64,8196.721311,8196.721311,32,102,60.0,38.34057903,1470.0,0,0,0,0,0,0,0,0,1,75.0,32.0,102.0,0,0,0,0,0,0,2,64,2,204,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0
